qald_id,sentence_en,pos-tags,noun_count,pos-complex(H/M/E),ner-tags,entity_count,ner-complex(H/M/E),list_type(Y/N),count_type(Y/N),entity-count,sentence_entities_grayed
347,Show me all books in Asimov's Foundation series.,"[('Show', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('books', 'NNS'), ('in', 'IN'), ('Asimov', 'NNP'), (""'s"", 'POS'), ('Foundation', 'NNP'), ('series', 'NN'), ('.', '.')]",4,medium,"[('Show', 'O'), ('me', 'O'), ('all', 'O'), ('books', 'O'), ('in', 'O'), ('Asimov', 'PERSON'), (""'s"", 'O'), ('Foundation', 'O'), ('series', 'O'), ('.', 'O')]",tbd,easy,N,N,1.0,Show me all books in $Asimov$ 's Foundation series .
348,Where was Bach born?,"[('Where', 'WRB'), ('was', 'VBD'), ('Bach', 'NNP'), ('born', 'NN'), ('?', '.')]",2,easy,"[('Where', 'O'), ('was', 'O'), ('Bach', 'PERSON'), ('born', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Where was $Bach$ born ?
349,Which city has the oldest running metro?,"[('Which', 'NNP'), ('city', 'NN'), ('has', 'VBZ'), ('the', 'DT'), ('oldest', 'JJS'), ('running', 'VBG'), ('metro', 'NN'), ('?', '.')]",3,medium,"[('Which', 'O'), ('city', 'O'), ('has', 'O'), ('the', 'O'), ('oldest', 'O'), ('running', 'O'), ('metro', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Which city has the oldest running metro ?
350,Who designed the Brooklyn Bridge?,"[('Who', 'WP'), ('designed', 'VBD'), ('the', 'DT'), ('Brooklyn', 'NNP'), ('Bridge', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('designed', 'O'), ('the', 'O'), ('Brooklyn', 'LOCATION'), ('Bridge', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Who designed the $Brooklyn$ $Bridge$ ?
351,How many people live in Eurasia?,"[('How', 'WRB'), ('many', 'JJ'), ('people', 'NNS'), ('live', 'VBP'), ('in', 'IN'), ('Eurasia', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('many', 'O'), ('people', 'O'), ('live', 'O'), ('in', 'O'), ('Eurasia', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,How many people live in $Eurasia$ ?
352,Who is the host of the BBC Wildlife Specials?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('host', 'NN'), ('of', 'IN'), ('the', 'DT'), ('BBC', 'NNP'), ('Wildlife', 'NNP'), ('Specials', 'NNP'), ('?', '.')]",5,hard,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('host', 'O'), ('of', 'O'), ('the', 'O'), ('BBC', 'ORGANIZATION'), ('Wildlife', 'ORGANIZATION'), ('Specials', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,3.0,Who is the host of the $BBC$ $Wildlife$ $Specials$ ?
353,"What is the total population of Melbourne, Florida?","[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('total', 'JJ'), ('population', 'NN'), ('of', 'IN'), ('Melbourne', 'NNP'), (',', ','), ('Florida', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('total', 'O'), ('population', 'O'), ('of', 'O'), ('Melbourne', 'LOCATION'), (',', 'O'), ('Florida', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,"What is the total population of $Melbourne$ , $Florida$ ?"
354,What country is Mount Everest in?,"[('What', 'WP'), ('country', 'NN'), ('is', 'VBZ'), ('Mount', 'NNP'), ('Everest', 'NNP'), ('in', 'IN'), ('?', '.')]",4,medium,"[('What', 'O'), ('country', 'O'), ('is', 'O'), ('Mount', 'LOCATION'), ('Everest', 'LOCATION'), ('in', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,What country is $Mount$ $Everest$ in ?
355,To which artistic movement did the painter of The Three Dancers belong?,"[('To', 'TO'), ('which', 'WDT'), ('artistic', 'JJ'), ('movement', 'NN'), ('did', 'VBD'), ('the', 'DT'), ('painter', 'NN'), ('of', 'IN'), ('The', 'DT'), ('Three', 'NNP'), ('Dancers', 'NNP'), ('belong', 'RB'), ('?', '.')]",4,medium,"[('To', 'O'), ('which', 'O'), ('artistic', 'O'), ('movement', 'O'), ('did', 'O'), ('the', 'O'), ('painter', 'O'), ('of', 'O'), ('The', 'O'), ('Three', 'O'), ('Dancers', 'O'), ('belong', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,To which artistic movement did the painter of The Three Dancers belong ?
356,When did Operation Overlord commence?,"[('When', 'WRB'), ('did', 'VBD'), ('Operation', 'NNP'), ('Overlord', 'NNP'), ('commence', 'NN'), ('?', '.')]",3,medium,"[('When', 'O'), ('did', 'O'), ('Operation', 'O'), ('Overlord', 'O'), ('commence', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,When did Operation Overlord commence ?
357,What is the bridge with the longest span?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('bridge', 'NN'), ('with', 'IN'), ('the', 'DT'), ('longest', 'JJS'), ('span', 'NN'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('bridge', 'O'), ('with', 'O'), ('the', 'O'), ('longest', 'O'), ('span', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What is the bridge with the longest span ?
358,Is there a video game called Battle Chess?,"[('Is', 'VBZ'), ('there', 'EX'), ('a', 'DT'), ('video', 'NN'), ('game', 'NN'), ('called', 'VBD'), ('Battle', 'NNP'), ('Chess', 'NNP'), ('?', '.')]",4,medium,"[('Is', 'O'), ('there', 'O'), ('a', 'O'), ('video', 'O'), ('game', 'O'), ('called', 'O'), ('Battle', 'O'), ('Chess', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Is there a video game called Battle Chess ?
359,Who was buried in the Great Pyramid of Giza?,"[('Who', 'WP'), ('was', 'VBD'), ('buried', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('Great', 'NNP'), ('Pyramid', 'NNP'), ('of', 'IN'), ('Giza', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('was', 'O'), ('buried', 'O'), ('in', 'O'), ('the', 'O'), ('Great', 'O'), ('Pyramid', 'O'), ('of', 'O'), ('Giza', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who was buried in the Great Pyramid of $Giza$ ?
360,Does the Ford Motor Company have a manufacturing plant in Malaysia?,"[('Does', 'VBZ'), ('the', 'DT'), ('Ford', 'NNP'), ('Motor', 'NNP'), ('Company', 'NNP'), ('have', 'VBP'), ('a', 'DT'), ('manufacturing', 'NN'), ('plant', 'NN'), ('in', 'IN'), ('Malaysia', 'NNP'), ('?', '.')]",6,hard,"[('Does', 'O'), ('the', 'O'), ('Ford', 'ORGANIZATION'), ('Motor', 'ORGANIZATION'), ('Company', 'ORGANIZATION'), ('have', 'O'), ('a', 'O'), ('manufacturing', 'O'), ('plant', 'O'), ('in', 'O'), ('Malaysia', 'LOCATION'), ('?', 'O')]",tbd,hard,N,N,4.0,Does the $Ford$ $Motor$ $Company$ have a manufacturing plant in $Malaysia$ ?
361,Did Socrates influence Aristotle?,"[('Did', 'NNP'), ('Socrates', 'NNP'), ('influence', 'NN'), ('Aristotle', 'NNP'), ('?', '.')]",4,medium,"[('Did', 'O'), ('Socrates', 'PERSON'), ('influence', 'O'), ('Aristotle', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,Did $Socrates$ influence $Aristotle$ ?
362,How many children did Benjamin Franklin have?,"[('How', 'WRB'), ('many', 'JJ'), ('children', 'NNS'), ('did', 'VBD'), ('Benjamin', 'NNP'), ('Franklin', 'NNP'), ('have', 'VB'), ('?', '.')]",3,medium,"[('How', 'O'), ('many', 'O'), ('children', 'O'), ('did', 'O'), ('Benjamin', 'PERSON'), ('Franklin', 'PERSON'), ('have', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,How many children did $Benjamin$ $Franklin$ have ?
363,How tall is Michael Jordan?,"[('How', 'WRB'), ('tall', 'JJ'), ('is', 'VBZ'), ('Michael', 'NNP'), ('Jordan', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('tall', 'O'), ('is', 'O'), ('Michael', 'PERSON'), ('Jordan', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,How tall is $Michael$ $Jordan$ ?
364,In which UK city are the headquarters of the MI6?,"[('In', 'IN'), ('which', 'WDT'), ('UK', 'NNP'), ('city', 'NN'), ('are', 'VBP'), ('the', 'DT'), ('headquarters', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('MI6', 'NNP'), ('?', '.')]",4,medium,"[('In', 'O'), ('which', 'O'), ('UK', 'LOCATION'), ('city', 'O'), ('are', 'O'), ('the', 'O'), ('headquarters', 'O'), ('of', 'O'), ('the', 'O'), ('MI6', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,In which $UK$ city are the headquarters of the MI6 ?
365,Who created Family Guy?,"[('Who', 'WP'), ('created', 'VBD'), ('Family', 'NNP'), ('Guy', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('created', 'O'), ('Family', 'O'), ('Guy', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who created Family Guy ?
366,In which city does the Chile Route 68 end?,"[('In', 'IN'), ('which', 'WDT'), ('city', 'NN'), ('does', 'VBZ'), ('the', 'DT'), ('Chile', 'NNP'), ('Route', 'NNP'), ('68', 'CD'), ('end', 'NN'), ('?', '.')]",4,medium,"[('In', 'O'), ('which', 'O'), ('city', 'O'), ('does', 'O'), ('the', 'O'), ('Chile', 'LOCATION'), ('Route', 'O'), ('68', 'O'), ('end', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,In which city does the $Chile$ Route 68 end ?
367,Give me the grandchildren of Elvis Presley.,"[('Give', 'VB'), ('me', 'PRP'), ('the', 'DT'), ('grandchildren', 'NN'), ('of', 'IN'), ('Elvis', 'NNP'), ('Presley', 'NNP'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('the', 'O'), ('grandchildren', 'O'), ('of', 'O'), ('Elvis', 'PERSON'), ('Presley', 'PERSON'), ('.', 'O')]",tbd,medium,N,N,2.0,Give me the grandchildren of $Elvis$ $Presley$ .
368,When did the Ming dynasty dissolve?,"[('When', 'WRB'), ('did', 'VBD'), ('the', 'DT'), ('Ming', 'NNP'), ('dynasty', 'NN'), ('dissolve', 'NN'), ('?', '.')]",3,medium,"[('When', 'O'), ('did', 'O'), ('the', 'O'), ('Ming', 'O'), ('dynasty', 'O'), ('dissolve', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,When did the Ming dynasty dissolve ?
369,In which military conflicts did Lawrence of Arabia participate?,"[('In', 'IN'), ('which', 'WDT'), ('military', 'JJ'), ('conflicts', 'NNS'), ('did', 'VBD'), ('Lawrence', 'NNP'), ('of', 'IN'), ('Arabia', 'NNP'), ('participate', 'VB'), ('?', '.')]",3,medium,"[('In', 'O'), ('which', 'O'), ('military', 'O'), ('conflicts', 'O'), ('did', 'O'), ('Lawrence', 'PERSON'), ('of', 'O'), ('Arabia', 'O'), ('participate', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,In which military conflicts did $Lawrence$ of Arabia participate ?
370,What is the timezone in San Pedro de Atacama?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('timezone', 'NN'), ('in', 'IN'), ('San', 'NNP'), ('Pedro', 'NNP'), ('de', 'IN'), ('Atacama', 'NNP'), ('?', '.')]",5,hard,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('timezone', 'O'), ('in', 'O'), ('San', 'LOCATION'), ('Pedro', 'LOCATION'), ('de', 'LOCATION'), ('Atacama', 'LOCATION'), ('?', 'O')]",tbd,hard,N,N,4.0,What is the timezone in $San$ $Pedro$ $de$ $Atacama$ ?
371,Give me all books by William Goldman with more than 300 pages.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('books', 'NNS'), ('by', 'IN'), ('William', 'NNP'), ('Goldman', 'NNP'), ('with', 'IN'), ('more', 'JJR'), ('than', 'IN'), ('300', 'CD'), ('pages', 'NNS'), ('.', '.')]",4,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('books', 'O'), ('by', 'O'), ('William', 'PERSON'), ('Goldman', 'PERSON'), ('with', 'O'), ('more', 'O'), ('than', 'O'), ('300', 'O'), ('pages', 'O'), ('.', 'O')]",tbd,medium,Y,N,2.0,Give me all books by $William$ $Goldman$ with more than 300 pages .
372,What did Bruce Carver die from?,"[('What', 'WP'), ('did', 'VBD'), ('Bruce', 'NNP'), ('Carver', 'NNP'), ('die', 'NN'), ('from', 'IN'), ('?', '.')]",4,medium,"[('What', 'O'), ('did', 'O'), ('Bruce', 'PERSON'), ('Carver', 'PERSON'), ('die', 'O'), ('from', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,What did $Bruce$ $Carver$ die from ?
373,Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,"[('Which', 'JJ'), ('subsidiary', 'NN'), ('of', 'IN'), ('Lufthansa', 'NNP'), ('serves', 'VBZ'), ('both', 'DT'), ('Dortmund', 'NNP'), ('and', 'CC'), ('Berlin', 'NNP'), ('Tegel', 'NNP'), ('?', '.')]",5,hard,"[('Which', 'O'), ('subsidiary', 'O'), ('of', 'O'), ('Lufthansa', 'ORGANIZATION'), ('serves', 'O'), ('both', 'O'), ('Dortmund', 'O'), ('and', 'O'), ('Berlin', 'LOCATION'), ('Tegel', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,3.0,Which subsidiary of $Lufthansa$ serves both Dortmund and $Berlin$ $Tegel$ ?
374,Does Abraham Lincoln's death place have a website?,"[('Does', 'NNP'), ('Abraham', 'NNP'), ('Lincoln', 'NNP'), (""'s"", 'POS'), ('death', 'NN'), ('place', 'NN'), ('have', 'VBP'), ('a', 'DT'), ('website', 'NN'), ('?', '.')]",6,hard,"[('Does', 'O'), ('Abraham', 'PERSON'), ('Lincoln', 'PERSON'), (""'s"", 'O'), ('death', 'O'), ('place', 'O'), ('have', 'O'), ('a', 'O'), ('website', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Does $Abraham$ $Lincoln$ 's death place have a website ?
375,Did Elvis Presley have children?,"[('Did', 'NNP'), ('Elvis', 'NNP'), ('Presley', 'NNP'), ('have', 'VBP'), ('children', 'NNS'), ('?', '.')]",4,medium,"[('Did', 'O'), ('Elvis', 'PERSON'), ('Presley', 'PERSON'), ('have', 'O'), ('children', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Did $Elvis$ $Presley$ have children ?
376,Is Michelle Obama the wife of Barack Obama?,"[('Is', 'VBZ'), ('Michelle', 'NNP'), ('Obama', 'NNP'), ('the', 'DT'), ('wife', 'NN'), ('of', 'IN'), ('Barack', 'NNP'), ('Obama', 'NNP'), ('?', '.')]",5,hard,"[('Is', 'O'), ('Michelle', 'PERSON'), ('Obama', 'PERSON'), ('the', 'O'), ('wife', 'O'), ('of', 'O'), ('Barack', 'PERSON'), ('Obama', 'PERSON'), ('?', 'O')]",tbd,hard,N,N,4.0,Is $Michelle$ $Obama$ the wife of $Barack$ $Obama$ ?
377,In which city does Sylvester Stallone live?,"[('In', 'IN'), ('which', 'WDT'), ('city', 'NN'), ('does', 'VBZ'), ('Sylvester', 'NNP'), ('Stallone', 'NNP'), ('live', 'NN'), ('?', '.')]",4,medium,"[('In', 'O'), ('which', 'O'), ('city', 'O'), ('does', 'O'), ('Sylvester', 'PERSON'), ('Stallone', 'PERSON'), ('live', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,In which city does $Sylvester$ $Stallone$ live ?
378,Which books by Kerouac were published by Viking Press?,"[('Which', 'WDT'), ('books', 'NNS'), ('by', 'IN'), ('Kerouac', 'NNP'), ('were', 'VBD'), ('published', 'VBN'), ('by', 'IN'), ('Viking', 'VBG'), ('Press', 'NNP'), ('?', '.')]",3,medium,"[('Which', 'O'), ('books', 'O'), ('by', 'O'), ('Kerouac', 'PERSON'), ('were', 'O'), ('published', 'O'), ('by', 'O'), ('Viking', 'ORGANIZATION'), ('Press', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,3.0,Which books by $Kerouac$ were published by $Viking$ $Press$ ?
379,Who wrote the song Hotel California?,"[('Who', 'WP'), ('wrote', 'VBD'), ('the', 'DT'), ('song', 'JJ'), ('Hotel', 'NNP'), ('California', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('wrote', 'O'), ('the', 'O'), ('song', 'O'), ('Hotel', 'O'), ('California', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who wrote the song Hotel $California$ ?
380,What is the capital of Canada?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('capital', 'NN'), ('of', 'IN'), ('Canada', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('capital', 'O'), ('of', 'O'), ('Canada', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the capital of $Canada$ ?
381,Who is the mayor of Tel Aviv?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('mayor', 'NN'), ('of', 'IN'), ('Tel', 'NNP'), ('Aviv', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('mayor', 'O'), ('of', 'O'), ('Tel', 'LOCATION'), ('Aviv', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Who is the mayor of $Tel$ $Aviv$ ?
382,What form of government does Russia have?,"[('What', 'WP'), ('form', 'NN'), ('of', 'IN'), ('government', 'NN'), ('does', 'VBZ'), ('Russia', 'NNP'), ('have', 'VB'), ('?', '.')]",4,medium,"[('What', 'O'), ('form', 'O'), ('of', 'O'), ('government', 'O'), ('does', 'O'), ('Russia', 'LOCATION'), ('have', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,What form of government does $Russia$ have ?
383,Show me the book that Muhammad Ali wrote.,"[('Show', 'VB'), ('me', 'PRP'), ('the', 'DT'), ('book', 'NN'), ('that', 'WDT'), ('Muhammad', 'NNP'), ('Ali', 'NNP'), ('wrote', 'VBD'), ('.', '.')]",3,medium,"[('Show', 'O'), ('me', 'O'), ('the', 'O'), ('book', 'O'), ('that', 'O'), ('Muhammad', 'PERSON'), ('Ali', 'PERSON'), ('wrote', 'O'), ('.', 'O')]",tbd,medium,N,N,2.0,Show me the book that $Muhammad$ $Ali$ wrote .
384,Who was the first to climb Mount Everest?,"[('Who', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('to', 'TO'), ('climb', 'VB'), ('Mount', 'NNP'), ('Everest', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('was', 'O'), ('the', 'O'), ('first', 'O'), ('to', 'O'), ('climb', 'O'), ('Mount', 'LOCATION'), ('Everest', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,Who was the first to climb $Mount$ $Everest$ ?
385,How many languages are spoken in Colombia?,"[('How', 'WRB'), ('many', 'JJ'), ('languages', 'NNS'), ('are', 'VBP'), ('spoken', 'VBN'), ('in', 'IN'), ('Colombia', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('many', 'O'), ('languages', 'O'), ('are', 'O'), ('spoken', 'O'), ('in', 'O'), ('Colombia', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,How many languages are spoken in $Colombia$ ?
386,What is the currency of the Czech Republic?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('currency', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Czech', 'NNP'), ('Republic', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('currency', 'O'), ('of', 'O'), ('the', 'O'), ('Czech', 'LOCATION'), ('Republic', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,What is the currency of the $Czech$ $Republic$ ?
387,Where in France is sparkling wine produced?,"[('Where', 'WRB'), ('in', 'IN'), ('France', 'NNP'), ('is', 'VBZ'), ('sparkling', 'VBG'), ('wine', 'NN'), ('produced', 'VBN'), ('?', '.')]",2,easy,"[('Where', 'O'), ('in', 'O'), ('France', 'LOCATION'), ('is', 'O'), ('sparkling', 'O'), ('wine', 'O'), ('produced', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Where in $France$ is sparkling wine produced ?
388,When did Boris Becker end his active career?,"[('When', 'WRB'), ('did', 'VBD'), ('Boris', 'NNP'), ('Becker', 'NNP'), ('end', 'VB'), ('his', 'PRP$'), ('active', 'JJ'), ('career', 'NN'), ('?', '.')]",3,medium,"[('When', 'O'), ('did', 'O'), ('Boris', 'PERSON'), ('Becker', 'PERSON'), ('end', 'O'), ('his', 'O'), ('active', 'O'), ('career', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,When did $Boris$ $Becker$ end his active career ?
389,Which movies starring Mickey Rourke were directed by Guy Ritchie?,"[('Which', 'JJ'), ('movies', 'NNS'), ('starring', 'VBG'), ('Mickey', 'NNP'), ('Rourke', 'NNP'), ('were', 'VBD'), ('directed', 'VBN'), ('by', 'IN'), ('Guy', 'NNP'), ('Ritchie', 'NNP'), ('?', '.')]",5,hard,"[('Which', 'O'), ('movies', 'O'), ('starring', 'O'), ('Mickey', 'PERSON'), ('Rourke', 'PERSON'), ('were', 'O'), ('directed', 'O'), ('by', 'O'), ('Guy', 'PERSON'), ('Ritchie', 'PERSON'), ('?', 'O')]",tbd,hard,N,N,4.0,Which movies starring $Mickey$ $Rourke$ were directed by $Guy$ $Ritchie$ ?
390,In which films did Julia Roberts as well as Richard Gere play?,"[('In', 'IN'), ('which', 'WDT'), ('films', 'NNS'), ('did', 'VBD'), ('Julia', 'NNP'), ('Roberts', 'NNP'), ('as', 'RB'), ('well', 'RB'), ('as', 'IN'), ('Richard', 'NNP'), ('Gere', 'NNP'), ('play', 'VB'), ('?', '.')]",5,hard,"[('In', 'O'), ('which', 'O'), ('films', 'O'), ('did', 'O'), ('Julia', 'PERSON'), ('Roberts', 'PERSON'), ('as', 'O'), ('well', 'O'), ('as', 'O'), ('Richard', 'PERSON'), ('Gere', 'PERSON'), ('play', 'O'), ('?', 'O')]",tbd,hard,N,N,4.0,In which films did $Julia$ $Roberts$ as well as $Richard$ $Gere$ play ?
391,Show me Hemingway's autobiography.,"[('Show', 'VB'), ('me', 'PRP'), ('Hemingway', 'NNP'), (""'s"", 'POS'), ('autobiography', 'NN'), ('.', '.')]",2,easy,"[('Show', 'O'), ('me', 'O'), ('Hemingway', 'PERSON'), (""'s"", 'O'), ('autobiography', 'O'), ('.', 'O')]",tbd,easy,N,N,1.0,Show me $Hemingway$ 's autobiography .
392,How tall is Amazon Eve?,"[('How', 'WRB'), ('tall', 'JJ'), ('is', 'VBZ'), ('Amazon', 'NNP'), ('Eve', 'NNP'), ('?', '.')]",2,easy,"[('How', 'O'), ('tall', 'O'), ('is', 'O'), ('Amazon', 'ORGANIZATION'), ('Eve', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,How tall is $Amazon$ Eve ?
393,What are the five boroughs of New York?,"[('What', 'WP'), ('are', 'VBP'), ('the', 'DT'), ('five', 'CD'), ('boroughs', 'NNS'), ('of', 'IN'), ('New', 'NNP'), ('York', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('are', 'O'), ('the', 'O'), ('five', 'O'), ('boroughs', 'O'), ('of', 'O'), ('New', 'LOCATION'), ('York', 'LOCATION'), ('?', 'O')]",tbd,medium,N,N,2.0,What are the five boroughs of $New$ $York$ ?
394,Give me all Canadian Grunge record labels.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('Canadian', 'JJ'), ('Grunge', 'NNP'), ('record', 'NN'), ('labels', 'NNS'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('Canadian', 'O'), ('Grunge', 'O'), ('record', 'O'), ('labels', 'O'), ('.', 'O')]",tbd,easy,Y,N,0.0,Give me all Canadian Grunge record labels .
395,In which country does the Ganges start?,"[('In', 'IN'), ('which', 'WDT'), ('country', 'NN'), ('does', 'VBZ'), ('the', 'DT'), ('Ganges', 'NNP'), ('start', 'NN'), ('?', '.')]",3,medium,"[('In', 'O'), ('which', 'O'), ('country', 'O'), ('does', 'O'), ('the', 'O'), ('Ganges', 'O'), ('start', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,In which country does the Ganges start ?
396,Who is the founder of Penguin Books?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('founder', 'NN'), ('of', 'IN'), ('Penguin', 'NNP'), ('Books', 'NNP'), ('?', '.')]",4,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('founder', 'O'), ('of', 'O'), ('Penguin', 'O'), ('Books', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who is the founder of Penguin Books ?
397,Who wrote the Game of Thrones theme?,"[('Who', 'WP'), ('wrote', 'VBD'), ('the', 'DT'), ('Game', 'NNP'), ('of', 'IN'), ('Thrones', 'NNPS'), ('theme', 'NN'), ('?', '.')]",4,medium,"[('Who', 'O'), ('wrote', 'O'), ('the', 'O'), ('Game', 'O'), ('of', 'O'), ('Thrones', 'O'), ('theme', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,Who wrote the Game of Thrones theme ?
398,Who is the president of Eritrea?,"[('Who', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('president', 'NN'), ('of', 'IN'), ('Eritrea', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('is', 'O'), ('the', 'O'), ('president', 'O'), ('of', 'O'), ('Eritrea', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who is the president of $Eritrea$ ?
399,In which city did John F. Kennedy die?,"[('In', 'IN'), ('which', 'WDT'), ('city', 'NN'), ('did', 'VBD'), ('John', 'NNP'), ('F.', 'NNP'), ('Kennedy', 'NNP'), ('die', 'NN'), ('?', '.')]",5,hard,"[('In', 'O'), ('which', 'O'), ('city', 'O'), ('did', 'O'), ('John', 'PERSON'), ('F.', 'PERSON'), ('Kennedy', 'PERSON'), ('die', 'O'), ('?', 'O')]",tbd,medium,N,N,3.0,In which city did $John$ $F.$ $Kennedy$ die ?
400,What is the highest mountain in Australia?,"[('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('highest', 'JJS'), ('mountain', 'NN'), ('in', 'IN'), ('Australia', 'NNP'), ('?', '.')]",3,medium,"[('What', 'O'), ('is', 'O'), ('the', 'O'), ('highest', 'O'), ('mountain', 'O'), ('in', 'O'), ('Australia', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,What is the highest mountain in $Australia$ ?
401,Who writes the Farmers' Almanac?,"[('Who', 'WP'), ('writes', 'VBZ'), ('the', 'DT'), ('Farmers', 'NNP'), (""'"", 'POS'), ('Almanac', 'NNP'), ('?', '.')]",3,medium,"[('Who', 'O'), ('writes', 'O'), ('the', 'O'), ('Farmers', 'ORGANIZATION'), (""'"", 'O'), ('Almanac', 'O'), ('?', 'O')]",tbd,easy,N,N,1.0,Who writes the $Farmers$ ' Almanac ?
402,Give me the currency of China.,"[('Give', 'VB'), ('me', 'PRP'), ('the', 'DT'), ('currency', 'NN'), ('of', 'IN'), ('China', 'NNP'), ('.', '.')]",2,easy,"[('Give', 'O'), ('me', 'O'), ('the', 'O'), ('currency', 'O'), ('of', 'O'), ('China', 'LOCATION'), ('.', 'O')]",tbd,easy,N,N,1.0,Give me the currency of $China$ .
